# Goxel 0.11.0
# One line per voxel
# X Y Z RRGGBB
31 18 8 37946e
16 19 8 ac3232
16 20 8 ac3232
17 20 8 ac3232
16 21 8 ac3232
17 21 8 ac3232
16 22 8 ac3232
17 22 8 ac3232
16 23 8 ac3232
17 23 8 ac3232
16 24 8 ac3232
16 25 8 ac3232
16 17 9 37946e
17 17 9 37946e
18 17 9 37946e
19 17 9 37946e
20 17 9 37946e
21 17 9 37946e
22 17 9 37946e
23 17 9 37946e
24 17 9 37946e
25 17 9 37946e
26 17 9 37946e
27 17 9 37946e
28 17 9 37946e
29 17 9 37946e
30 17 9 37946e
31 17 9 37946e
16 18 9 ac3232
17 18 9 37946e
18 18 9 37946e
19 18 9 37946e
20 18 9 37946e
21 18 9 37946e
22 18 9 37946e
23 18 9 37946e
24 18 9 37946e
25 18 9 37946e
26 18 9 37946e
27 18 9 37946e
28 18 9 37946e
29 18 9 37946e
30 18 9 37946e
31 18 9 37946e
16 19 9 ac3232
16 20 9 ac3232
17 20 9 ac3232
16 21 9 ac3232
17 21 9 ac3232
16 22 9 ac3232
17 22 9 ac3232
16 23 9 ac3232
17 23 9 ac3232
16 24 9 ac3232
16 25 9 ac3232
16 17 10 37946e
17 17 10 37946e
18 17 10 37946e
19 17 10 37946e
20 17 10 37946e
21 17 10 37946e
22 17 10 37946e
23 17 10 37946e
24 17 10 37946e
25 17 10 37946e
26 17 10 37946e
27 17 10 37946e
28 17 10 37946e
29 17 10 37946e
30 17 10 37946e
31 17 10 37946e
16 18 10 ac3232
17 18 10 37946e
18 18 10 37946e
19 18 10 37946e
20 18 10 37946e
21 18 10 37946e
22 18 10 37946e
23 18 10 37946e
24 18 10 37946e
25 18 10 37946e
26 18 10 37946e
27 18 10 37946e
28 18 10 37946e
29 18 10 37946e
30 18 10 37946e
31 18 10 37946e
16 19 10 ac3232
16 20 10 ac3232
17 20 10 ac3232
16 21 10 ac3232
17 21 10 ac3232
16 22 10 ac3232
17 22 10 ac3232
16 23 10 ac3232
17 23 10 ac3232
16 24 10 ac3232
16 25 10 ac3232
16 17 11 37946e
17 17 11 37946e
18 17 11 37946e
19 17 11 37946e
20 17 11 37946e
21 17 11 37946e
22 17 11 37946e
23 17 11 37946e
24 17 11 37946e
25 17 11 37946e
26 17 11 37946e
27 17 11 37946e
28 17 11 37946e
29 17 11 37946e
30 17 11 37946e
31 17 11 37946e
16 18 11 ac3232
17 18 11 37946e
18 18 11 37946e
19 18 11 37946e
20 18 11 37946e
21 18 11 37946e
22 18 11 37946e
23 18 11 37946e
24 18 11 37946e
25 18 11 37946e
26 18 11 37946e
27 18 11 37946e
28 18 11 37946e
29 18 11 37946e
30 18 11 37946e
31 18 11 37946e
16 19 11 ac3232
16 20 11 ac3232
17 20 11 ac3232
16 21 11 ac3232
17 21 11 ac3232
16 22 11 ac3232
17 22 11 ac3232
16 23 11 ac3232
17 23 11 ac3232
16 24 11 ac3232
16 25 11 ac3232
16 18 12 ac3232
16 19 12 ac3232
16 20 12 ac3232
17 20 12 ac3232
16 21 12 ac3232
17 21 12 ac3232
16 22 12 ac3232
17 22 12 ac3232
16 23 12 ac3232
17 23 12 ac3232
16 24 12 ac3232
16 25 12 ac3232
3 11 16 ac3232
4 11 16 ac3232
5 11 16 ac3232
6 11 16 ac3232
1 12 16 ac3232
2 12 16 ac3232
3 12 16 ac3232
4 12 16 ac3232
5 12 16 ac3232
6 12 16 ac3232
7 12 16 ac3232
8 12 16 ac3232
1 13 16 ac3232
2 13 16 ac3232
3 13 16 ac3232
4 13 16 ac3232
5 13 16 ac3232
6 13 16 ac3232
7 13 16 ac3232
8 13 16 ac3232
0 14 16 ac3232
1 14 16 ac3232
2 14 16 ac3232
3 14 16 ac3232
4 14 16 ac3232
5 14 16 ac3232
6 14 16 ac3232
7 14 16 ac3232
8 14 16 ac3232
9 14 16 ac3232
0 15 16 ac3232
1 15 16 ac3232
2 15 16 ac3232
3 15 16 ac3232
4 15 16 ac3232
5 15 16 ac3232
6 15 16 ac3232
7 15 16 ac3232
8 15 16 ac3232
9 15 16 ac3232
3 11 17 ac3232
4 11 17 ac3232
5 11 17 ac3232
6 11 17 ac3232
2 12 17 ac3232
3 12 17 ac3232
4 12 17 ac3232
5 12 17 ac3232
6 12 17 ac3232
7 12 17 ac3232
1 13 17 ac3232
2 13 17 ac3232
3 13 17 ac3232
4 13 17 ac3232
5 13 17 ac3232
6 13 17 ac3232
7 13 17 ac3232
8 13 17 ac3232
0 14 17 ac3232
1 14 17 ac3232
2 14 17 ac3232
3 14 17 ac3232
4 14 17 ac3232
5 14 17 ac3232
6 14 17 ac3232
7 14 17 ac3232
8 14 17 ac3232
9 14 17 ac3232
0 15 17 ac3232
1 15 17 ac3232
2 15 17 ac3232
3 15 17 ac3232
4 15 17 ac3232
5 15 17 ac3232
6 15 17 ac3232
7 15 17 ac3232
8 15 17 ac3232
9 15 17 ac3232
3 12 18 ac3232
4 12 18 ac3232
5 12 18 ac3232
6 12 18 ac3232
2 13 18 ac3232
3 13 18 ac3232
4 13 18 ac3232
5 13 18 ac3232
6 13 18 ac3232
7 13 18 ac3232
1 14 18 ac3232
2 14 18 ac3232
3 14 18 ac3232
4 14 18 ac3232
5 14 18 ac3232
6 14 18 ac3232
7 14 18 ac3232
8 14 18 ac3232
1 15 18 ac3232
2 15 18 ac3232
3 15 18 ac3232
4 15 18 ac3232
5 15 18 ac3232
6 15 18 ac3232
7 15 18 ac3232
8 15 18 ac3232
4 13 19 ac3232
5 13 19 ac3232
3 14 19 ac3232
4 14 19 ac3232
5 14 19 ac3232
6 14 19 ac3232
2 15 19 ac3232
3 15 19 ac3232
4 15 19 ac3232
5 15 19 ac3232
6 15 19 ac3232
7 15 19 ac3232
0 16 16 ac3232
1 16 16 ac3232
2 16 16 ac3232
3 16 16 ac3232
4 16 16 ac3232
5 16 16 ac3232
6 16 16 ac3232
7 16 16 ac3232
8 16 16 ac3232
9 16 16 ac3232
1 17 16 ac3232
2 17 16 ac3232
3 17 16 ac3232
4 17 16 ac3232
5 17 16 ac3232
6 17 16 ac3232
7 17 16 ac3232
8 17 16 ac3232
1 18 16 ac3232
2 18 16 ac3232
3 18 16 ac3232
4 18 16 ac3232
5 18 16 ac3232
6 18 16 ac3232
7 18 16 ac3232
8 18 16 ac3232
3 19 16 ac3232
4 19 16 ac3232
5 19 16 ac3232
6 19 16 ac3232
0 16 17 ac3232
1 16 17 ac3232
2 16 17 ac3232
3 16 17 ac3232
4 16 17 ac3232
5 16 17 ac3232
6 16 17 ac3232
7 16 17 ac3232
8 16 17 ac3232
9 16 17 ac3232
1 17 17 ac3232
2 17 17 ac3232
3 17 17 ac3232
4 17 17 ac3232
5 17 17 ac3232
6 17 17 ac3232
7 17 17 ac3232
8 17 17 ac3232
2 18 17 ac3232
3 18 17 ac3232
4 18 17 ac3232
5 18 17 ac3232
6 18 17 ac3232
7 18 17 ac3232
3 19 17 ac3232
4 19 17 ac3232
5 19 17 ac3232
6 19 17 ac3232
1 16 18 ac3232
2 16 18 ac3232
3 16 18 ac3232
4 16 18 ac3232
5 16 18 ac3232
6 16 18 ac3232
7 16 18 ac3232
8 16 18 ac3232
2 17 18 ac3232
3 17 18 ac3232
4 17 18 ac3232
5 17 18 ac3232
6 17 18 ac3232
7 17 18 ac3232
3 18 18 ac3232
4 18 18 ac3232
5 18 18 ac3232
6 18 18 ac3232
3 16 19 ac3232
4 16 19 ac3232
5 16 19 ac3232
6 16 19 ac3232
4 17 19 ac3232
5 17 19 ac3232
